Station,Year,Month,Day,Max Temp. (degree Celcius),Min Temp. (degree Celcius),Rainfall (mm),Actual Evaporation (mm),"Relative Humidity (morning, %)","Relative Humidity (afternoon, %)",Sunshine (hour/day),Cloudy (hour/day),Solar Radiation (cal/cm^2/day),MAX_WL(m),MIN_WL(m),AVE_WL(m)
Barisal,2019,2,17,28.8,14.6,0,3,94,54,6.4,4.8,324,     .97,    -.35,     .34
Barisal,2019,2,18,29.2,15.8,0,2,88,44,7.3,3.9,349.88,    1.09,    -.32,     .45
Barisal,2019,2,19,31.8,16,0,2,89,36,8.4,2.8,381.5,    1.05,    -.31,     .49
Barisal,2019,2,20,31.4,18.6,0,3,95,58,8.1,3.1,372.88,    1.02,    -.29,     .48
Barisal,2019,2,21,30,21,0,2,90,53,3.4,7.8,237.75,     .99,    -.28,     .46
Barisal,2019,2,22,33,20.8,0,3,95,49,8.2,3,375.75,     .95,    -.30,     .41
Barisal,2019,2,23,33,21,0,3,90,50,8.4,2.8,381.5,     .91,    -.33,     .37
Barisal,2019,2,24,31,21,0,2,95,48,8.1,3.1,372.88,     .87,    -.34,     .31
Barisal,2019,2,25,19,19,9.9,2,88,69,0,11.2,140,     .80,    -.35,     .26
Barisal,2019,2,26,21.8,16.8,27,2,94,95,3.2,8,232,     .75,    -.38,     .27
Barisal,2019,2,27,25,17.6,13,1,94,95,3.2,8,232,     .74,    -.40,     .27
Barisal,2019,2,28,24.8,18.8,16,2,94,90,3.9,7.3,252.13,     .77,    -.37,     .26
Barisal,2019,3,1,25.6,17,0,3,88,50,9.4,2.5,463.65,     .78,    -.36,     .19
Barisal,2019,3,2,25.8,13.8,0,4,87,30,9.7,2.2,473.19,     .82,    -.34,     .23
Barisal,2019,3,3,26.4,13,0,4,93,32,9.2,2.7,457.28,     .91,    -.33,     .30
Barisal,2019,3,4,27.2,13.2,0,2,89,43,3.8,8.1,285.49,     .96,    -.32,     .30
Barisal,2019,3,5,24.4,18.4,13.5,2,84,71,4,7.9,291.85,    1.03,    -.30,     .38
Barisal,2019,3,6,28.6,21,0,1,90,82,6.4,5.5,368.21,    1.07,    -.29,     .45
Barisal,2019,3,7,28.6,21,0,4,90,53,8.5,3.4,435.01,    1.08,    -.30,     .48
Barisal,2019,3,8,29,19,0,3,77,53,9,2.9,450.92,    1.04,    -.35,     .44
Barisal,2019,3,9,29.6,20,0,3,77,43,8.2,3.7,425.47,    1.00,    -.37,     .37
Barisal,2019,3,10,31.6,20,0,2,90,46,7.4,4.5,400.02,     .96,    -.39,     .33
Barisal,2019,3,11,32.4,21.4,0,3,95,46,5.3,6.6,333.21,     .92,    -.40,     .29
Barisal,2019,3,12,23,21.6,0,4,95,60,8.3,3.6,428.65,     .85,    -.40,     .25
Barisal,2019,3,13,34.6,24,0,3,90,53,8.2,3.7,425.47,     .71,    -.41,     .19
Barisal,2019,3,14,35,23.8,0,3,91,68,7.3,4.6,396.84,     .65,    -.43,     .11
Barisal,2019,3,15,34,28.6,0,4,90,59,8.3,3.6,428.65,     .67,    -.44,     .07
Barisal,2019,3,16,35,22.8,0,4,59,59,8.8,3.1,444.56,     .68,    -.42,     .10
Barisal,2019,3,17,36,21.8,5.2,4,90,60,8.5,3.4,435.01,     .70,    -.41,     .13
Barisal,2019,3,18,29.8,20.4,0,3,90,38,3.9,8,288.67,     .81,    -.40,     .23
Barisal,2019,3,19,32.8,20.2,0,3,90,38,8.4,3.5,431.83,    1.00,    -.38,     .33
Barisal,2019,3,20,34.8,21.2,5.1,3,90,45,8.7,3.2,441.38,    1.15,    -.35,     .39
Barisal,2019,3,21,34.2,22,0,3,95,52,8,3.9,419.11,    1.27,    -.33,     .47
Barisal,2019,3,22,35,22.8,2,4,90,57,8.6,3.3,438.2,    1.29,    -.30,     .51
Barisal,2019,3,23,34,21,0,3,90,43,8.7,3.2,441.38,    1.22,    -.28,     .55
Barisal,2019,3,24,34.8,22,0,4,95,76,8.7,3.2,441.38,    1.15,    -.27,     .52
Barisal,2019,3,25,35.6,18.8,0,4,90,52,9.8,2.1,476.37,    1.07,    -.28,     .49
Barisal,2019,3,26,35.8,18.8,0,4,90,52,9.8,2.1,476.37,     .95,    -.29,     .43
Barisal,2019,3,27,32.4,21.6,0,3,79,57,7.8,4.1,412.74,     .84,    -.30,     .37
Barisal,2019,3,28,35.2,21,0,4,90,45,8.5,3.4,435.01,     .83,    -.31,     .34
Barisal,2019,3,29,28.8,21,0,4,90,53,8.3,3.6,428.65,     .82,    -.29,     .30
Barisal,2019,3,30,35,22.6,0,3,90,36,8.2,3.7,425.47,     .84,    -.26,     .30
Barisal,2019,3,31,34.8,23,12.2,4.2,91,36,8.3,3.6,428.65,     .90,    -.21,     .29
Barisal,2019,4,1,29.2,19.6,0,5,95,36,7.6,5,423.03,    1.02,    -.18,     .41
Barisal,2019,4,2,32.8,19.4,0.1,4,96,52,7,5.6,403.62,    1.13,    -.09,     .51
Barisal,2019,4,3,34.8,22.8,17,4,90,52,7.3,5.3,413.33,    1.34,    -.05,     .65
Barisal,2019,4,4,31.8,20.6,0,4,95,59,8.9,3.7,465.08,    1.56,    -.01,     .74
Barisal,2019,4,5,22.6,23,0,3,90,59,8.9,3.7,465.08,    1.65,     .03,     .81
Barisal,2019,4,6,22.6,19.8,16,3,95,52,8.8,3.8,461.85,    1.63,     .02,     .85
Barisal,2019,4,7,31.4,19.8,0,4,95,50,8.2,4.4,442.44,    1.55,     .01,     .83
Barisal,2019,4,8,29.2,20,5.2,3,90,91,5.4,7.2,351.87,    1.38,     .00,     .77
Barisal,2019,4,9,32.2,23,16.2,5,95,52,9.4,3.2,481.25,    1.25,    -.02,     .67
Barisal,2019,4,10,28.1,20.4,5,2,95,82,5.4,7.2,351.87,    1.13,    -.03,     .59
Barisal,2019,4,11,32.8,20.8,0,4,95,64,7.6,5,423.03,    1.06,    -.04,     .52
Barisal,2019,4,12,33,21.8,0,4,95,53,7.8,4.8,429.5,    1.04,    -.05,     .46
Barisal,2019,4,13,34.8,21.6,18.8,4,96,60,7.5,5.1,419.8,    1.05,    -.05,     .41
Barisal,2019,4,14,33.2,21.2,0,5,95,67,9.7,2.9,490.96,    1.07,    -.07,     .44
Barisal,2019,4,15,34.6,21.4,0,5,91,61,9.8,2.8,494.19,    1.12,    -.10,     .48
Barisal,2019,4,16,33.8,26,0,4,91,68,6.4,6.2,384.21,    1.17,    -.08,     .50
Barisal,2019,4,17,35.2,24.2,0,5,90,60,9.1,3.5,471.55,    1.39,    -.07,     .67
Barisal,2019,4,18,33.4,24,0,5,90,53,9.3,3.3,478.02,    1.47,    -.22,     .75
Barisal,2019,4,19,33.2,23.8,0,4,90,46,8.2,4.4,442.44,    1.38,    -.29,     .72
Barisal,2019,4,20,33.5,24,0,5,90,46,9.5,3.1,484.49,    1.62,    -.27,     .81
Barisal,2019,4,21,36.6,23,0,5,90,47,9.5,3.1,484.49,    1.71,    -.28,     .87
Barisal,2019,4,22,35.2,23.2,0,5,85,47,9.3,3.3,478.02,    1.57,    -.25,     .85
Barisal,2019,4,23,35.8,23,0,5,86,40,9.3,3.3,478.02,    1.31,    -.23,     .74
Barisal,2019,4,24,36.2,24,0,5,91,47,9.4,3.2,481.25,    1.15,    -.27,     .58
Barisal,2019,4,25,36.4,28.8,0,5,91,47,9.4,3.2,481.25,     .94,    -.28,     .45
Barisal,2019,4,26,36,25,0,4,91,40,8.7,3.9,458.61,     .93,    -.25,     .43
Barisal,2019,4,27,37.2,24,0,4,91,62,8.3,4.3,445.67,     .89,    -.22,     .38
Barisal,2019,4,28,35.2,26.6,0,4,92,55,7.5,5.1,419.8,     .92,     .28,     .56
Barisal,2019,4,29,35.2,27,0,5,91,55,9.5,3.1,484.49,    1.08,     .13,     .56
Barisal,2019,4,30,35.4,26.8,0,4,91,61,8.2,4.4,442.44,    1.17,     .17,     .67
Barisal,2019,5,1,34.8,26.8,0,5,91,61,9.5,3.7,496.01,    1.37,     .12,     .80
Barisal,2019,5,2,35,26.6,0,4,91,62,7.5,5.7,430.91,    1.62,     .09,     .92
Barisal,2019,5,3,34.8,26.8,85.5,0,92,62,5.5,7.7,365.82,    1.98,     .17,    1.17
Barisal,2019,5,4,25.8,24,0.2,1.2,91,91,0,13.2,186.8,    2.18,     .22,    1.67
Barisal,2019,5,5,33.2,22.4,0,4,90,68,9.7,3.5,502.52,    2.03,     .26,    1.37
Barisal,2019,5,6,34.6,23,0,4,92,61,7,6.2,414.64,    1.94,     .19,    1.17
Barisal,2019,5,7,34.8,26.8,0,4,92,61,9.1,4.1,482.99,    1.95,     .15,    1.14
Barisal,2019,5,8,35,27.2,0,5,83,62,8.8,4.4,473.23,    2.00,     .16,    1.25
Barisal,2019,5,9,34.6,27.6,0,5,92,62,8.9,4.3,476.48,    1.93,     .22,    1.20
Barisal,2019,5,10,35.4,28,0,5,92,61,8.9,4.3,476.48,    1.75,     .27,    1.08
Barisal,2019,5,11,35.2,27.8,0,5,92,62,8.5,4.7,463.46,    1.39,     .32,     .95
Barisal,2019,5,12,35.8,27.6,0,6,91,55,9.2,4,486.25,    1.20,     .36,     .85
Barisal,2019,5,13,35.6,27.8,5.4,5,92,62,8.9,4.3,476.48,    1.15,     .39,     .74
Barisal,2019,5,14,35.4,28,4,4,91,69,8.6,4.6,466.72,    1.27,     .42,     .80
Barisal,2019,5,15,35,23.8,0,4,91,62,7.6,5.6,434.17,    1.42,     .43,     .92
Barisal,2019,5,16,35.8,25.2,0,5,92,62,9.5,3.7,496.01,    1.80,     .35,    1.17
Barisal,2019,5,17,35.4,27,0,3,92,62,9.1,4.1,482.99,    1.93,     .23,    1.17
Barisal,2019,5,18,35.4,27.2,0,5,92,69,9.2,4,486.25,    2.02,     .24,    1.23
Barisal,2019,5,19,35.2,28.6,0,5,92,62,7.1,6.1,417.89,    2.03,     .25,    1.24
Barisal,2019,5,20,36,27.6,0,3,92,62,7.6,5.6,434.17,    2.01,     .24,    1.05
Barisal,2019,5,21,36,27.8,0,4,92,63,8.7,4.5,469.97,    1.97,     .23,    1.36
Barisal,2019,5,22,35.6,27.2,20.1,5,92,63,8.1,5.1,450.44,    1.93,     .27,    1.24
Barisal,2019,5,23,32.6,21.8,0,4,90,76,6.2,7,388.6,    1.75,     .28,    1.21
Barisal,2019,5,24,33.4,23,10.2,5,92,68,8.6,4.6,466.72,    1.52,     .61,    1.19
Barisal,2019,5,25,29.2,22,0,2,90,91,2.3,10.9,261.66,    1.37,     .64,    1.03
Barisal,2019,5,26,35.2,22.4,0,4,91,62,7.4,5.8,427.66,    1.36,     .68,    1.03
Barisal,2019,5,27,35.6,26.4,0,3,92,62,8.5,4.7,463.46,    1.35,     .55,     .92
Barisal,2019,5,28,37,22.8,0,5,92,62,8,5.2,447.19,    1.17,     .40,     .89
Barisal,2019,5,29,38,27.8,0,4,92,63,7.2,6,421.15,    1.24,     .34,     .76
Barisal,2019,5,30,36.6,27.8,0,4,82,63,7.2,6,421.15,    1.36,     .35,     .90
Barisal,2019,5,31,35.4,27.6,0,5,92,62,4.2,9,323.5,    1.49,     .37,     .95
Barisal,2019,6,1,35.2,27,0,11.5,92,53,9.2,4.3,485.75,    1.64,     .36,    1.00
Barisal,2019,6,2,34.6,27.2,5.4,11.6,92,82,4.2,9.3,324.58,    1.76,     .38,    1.11
Barisal,2019,6,3,32.4,24.6,14,12.6,96,82,5.2,8.3,356.82,    1.83,     .40,    1.19
Barisal,2019,6,4,31.4,25.6,6,13,96,82,3.3,10.2,295.57,    1.93,     .41,    1.24
Barisal,2019,6,5,29,25.8,0,12.8,96,87,2.8,10.7,279.46,    1.96,     .44,    1.26
Barisal,2019,6,6,30,25.6,2.2,12.8,91,83,0.5,13,205.32,    2.03,     .45,    1.34
Barisal,2019,6,7,28.6,26,29.4,15,91,66,0.2,13.3,195.65,    2.01,     .47,    1.37
Barisal,2019,6,8,30.4,25.2,9.4,16.1,91,74,4.5,9,334.25,    1.92,     .48,    1.30
Barisal,2019,6,9,31,26,1.2,16,91,96,3,10.5,285.9,    1.62,     .48,    1.11
Barisal,2019,6,10,33.4,26.4,0,15.6,91,76,7.8,5.7,440.63,    1.53,     .56,    1.03
Barisal,2019,6,11,34.6,26.8,0,15.4,92,68,6.2,7.3,389.05,    1.32,     .57,     .92
Barisal,2019,6,12,35.4,28,0,15,92,61,8.2,5.3,453.52,    1.31,     .45,     .94
Barisal,2019,6,13,35.6,26,0,14.6,82,68,5.9,7.6,379.38,    1.52,     .32,     .93
Barisal,2019,6,14,34,27,0,14.4,92,76,0.5,13,205.32,    1.59,     .32,     .98
Barisal,2019,6,15,34.6,28,0.7,14.8,92,68,4.6,8.9,337.48,    1.67,     .33,    1.06
Barisal,2019,6,16,34.4,24.4,0,14.4,92,68,9.1,4.4,482.53,    1.82,     .30,    1.28
Barisal,2019,6,17,35.2,28.8,24.2,16.4,92,77,6.7,6.8,405.17,    2.03,     .41,    1.38
Barisal,2019,6,18,31,24.8,0,16.1,95,76,1,12.5,221.43,    2.11,     .43,    1.31
Barisal,2019,6,19,35,24.4,0,15.8,92,61,7.1,6.4,418.06,    2.02,     .42,    1.31
Barisal,2019,6,20,34.6,27.6,20.2,17.5,92,68,6.3,7.2,392.27,    1.95,     .50,    1.38
Barisal,2019,6,21,29.8,26.8,15,18.7,91,92,2.4,11.1,266.56,    1.88,     .61,    1.44
Barisal,2019,6,22,32.6,26.4,0,18.4,96,83,7.6,5.9,434.18,    1.80,     .55,    1.39
Barisal,2019,6,23,34.6,26.8,0,18,92,61,9.4,4.1,492.2,    1.50,     .49,    1.13
Barisal,2019,6,24,35,27.8,0,17.6,92,69,7.9,5.6,443.85,    1.42,     .64,    1.10
Barisal,2019,6,25,35.2,28,19.1,19.1,92,62,6.5,7,398.72,    1.38,     .71,    1.07
Barisal,2019,6,26,34.4,27,0,18.8,92,69,8.4,5.1,459.97,    1.25,     .64,     .97
Barisal,2019,6,27,35,27.8,0,18.4,91,62,6.6,6.9,401.94,    1.56,     .63,    1.04
Barisal,2019,6,28,32.4,28,23,20.4,87,82,3.2,10.3,292.35,    1.74,     .61,    1.15
Barisal,2019,6,29,32.4,27,0,20.1,96,76,5.2,8.3,356.82,    1.75,     .60,    1.22
Barisal,2019,6,30,33.2,27,4,20.1,92,68,6.2,7.3,389.05,    1.86,     .56,    1.31
Barisal,2019,7,1,29,26.8,15,3,91,82,2.1,11.3,255.22,    1.97,     .79,    1.45
Barisal,2019,7,2,29,26.6,44.2,2,91,83,2,11.4,252,    2.32,     .90,    1.59
Barisal,2019,7,3,30,26,6,4,96,92,4,9.4,316.4,    2.47,     .98,    1.71
Barisal,2019,7,4,31.6,26.4,9.1,4,92,83,4,9.4,316.4,    2.50,    1.00,    1.76
Barisal,2019,7,5,31,27,19.4,4,91,83,4,9.4,316.4,    2.25,     .97,    1.70
Barisal,2019,7,6,28.8,26.6,10.3,2,91,83,2,11.4,252,    2.08,     .94,    1.61
Barisal,2019,7,7,27.6,26.6,20.1,3,96,91,3,10.4,284.2,    2.00,     .92,    1.59
Barisal,2019,7,8,28.2,26,30,2,96,96,2,11.4,252,    1.96,     .90,    1.55
Barisal,2019,7,9,27.4,25.8,13.2,2,96,91,2,11.4,252,    2.12,    1.15,    1.61
Barisal,2019,7,10,28,26,0,2,91,92,2,11.4,252,    1.96,    1.13,    1.56
Barisal,2019,7,11,28.2,26,23.2,2,91,91,2,11.4,252,    1.94,    1.00,    1.46
Barisal,2019,7,12,30,26,20,2,91,91,2,11.4,252,    2.02,    1.03,    1.52
Barisal,2019,7,13,29.6,26,35.1,3,96,92,3,10.4,284.2,    2.00,     .93,    1.47
Barisal,2019,7,14,31.6,23.4,2,2,91,82,2,11.4,252,    2.02,     .96,    1.47
Barisal,2019,7,15,32.6,25.8,0,3,92,84,3,10.4,284.2,    2.04,     .95,    1.50
Barisal,2019,7,16,34,26.8,0,3,92,77,3,10.4,284.2,    2.15,    1.02,    1.56
Barisal,2019,7,17,35,27.6,0,5,92,69,5,8.4,348.6,    2.20,    1.03,    1.66
Barisal,2019,7,18,31,27.8,0.5,2,92,91,2,11.4,252,    2.23,     .96,    1.66
Barisal,2019,7,19,32.6,26,0,3,91,68,3,10.4,284.2,    2.24,     .95,    1.68
Barisal,2019,7,20,34,27,0,5,92,68,5,8.4,348.6,    2.18,    1.00,    1.74
Barisal,2019,7,21,34.6,27.8,0,4,92,62,4,9.4,316.4,    2.03,    1.02,    1.68
Barisal,2019,7,22,34.6,27.8,2.4,2.4,92,62,2.4,11,264.88,    2.02,    1.21,    1.68
Barisal,2019,7,23,34.6,27,2,3,92,62,3,10.4,284.2,    2.00,    1.24,    1.64
Barisal,2019,7,24,33.6,27,5,2,92,68,2,11.4,252,    1.96,    1.30,    1.65
Barisal,2019,7,25,32,25.8,62,2,91,96,2,11.4,252,    2.00,    1.31,    1.62
Barisal,2019,7,26,32,25,25,2,91,82,2,11.4,252,    2.01,    1.32,    1.61
Barisal,2019,7,27,29,25,9.3,3,91,83,3,10.4,284.2,    2.05,    1.36,    1.72
Barisal,2019,7,28,28.6,25.6,4,3,91,82,3,10.4,284.2,    2.23,    1.40,    1.88
Barisal,2019,7,29,30,26,9,3,91,92,3,10.4,284.2,    2.43,    1.49,    1.98
Barisal,2019,7,30,28.6,25.8,15.1,1,96,91,1,12.4,219.8,    2.40,    1.44,    1.94
Barisal,2019,7,31,30,26,0,3,91,83,3,10.4,284.2,    2.41,    1.21,    1.88
Barisal,2019,8,1,31.6,26,0,3,91,74,8.1,4.7,450.33,    2.45,    1.19,    1.94
Barisal,2019,8,2,32,26,0,4,91,60,9.3,3.5,489.88,    2.57,    1.27,    1.96
Barisal,2019,8,3,32.4,26.8,0,3,91,76,9.2,3.6,486.58,    2.58,    1.20,    1.90
Barisal,2019,8,4,33.6,27,0,4,92,76,7.4,5.4,427.26,    2.48,    1.18,    1.90
Barisal,2019,8,5,36.6,27.2,14,4,92,62,9.3,3.5,489.88,    2.21,    1.07,    1.78
Barisal,2019,8,6,31.6,27.6,4,6,91,82,9.7,3.1,503.06,    2.13,    1.19,    1.78
Barisal,2019,8,7,31,26,16,3,91,83,3.9,8.9,311.92,    2.59,    1.21,    2.10
Barisal,2019,8,8,31.6,26,13,3,91,82,7.6,5.2,433.86,    2.57,    1.26,    2.06
Barisal,2019,8,9,28.4,26.4,7,1,91,83,0,12.8,183.4,    2.46,    1.24,    1.94
Barisal,2019,8,10,31.6,26,9,2,91,83,3.3,9.5,292.15,    2.37,    1.21,    1.76
Barisal,2019,8,11,34.4,26.6,35.1,3,92,82,9.3,3.5,489.88,    1.83,    1.16,    1.49
Barisal,2019,8,12,31,26.6,20,2,91,91,3.2,9.6,288.86,    1.93,    1.15,    1.55
Barisal,2019,8,13,27.6,26,82,1,91,91,0,12.8,183.4,    2.24,    1.17,    1.74
Barisal,2019,8,14,28.6,25,2,1,91,83,0,12.8,183.4,    2.20,    1.32,    1.78
Barisal,2019,8,15,29.4,25.8,17,2,96,91,3,9.8,282.26,    2.22,    1.05,    1.72
Barisal,2019,8,16,31.6,26.6,14.1,2,91,76,0,12.8,183.4,    2.15,    1.03,    1.70
Barisal,2019,8,17,28.8,25,20,2,91,91,0,12.8,183.4,    2.14,    1.00,    1.63
Barisal,2019,8,18,31.6,25,0,4,96,83,7.6,5.2,433.86,    2.18,    1.01,    1.66
Barisal,2019,8,19,32.2,26,0,4,91,83,8.7,4.1,470.11,    2.04,    1.03,    1.66
Barisal,2019,8,20,32.2,27,0,3,91,76,7.4,5.4,427.26,    1.95,    1.04,    1.60
Barisal,2019,8,21,32.6,26.6,0,2,91,82,6.1,6.7,384.42,    1.94,     .97,    1.50
Barisal,2019,8,22,32.8,27,0,4,91,84,6.9,5.9,410.79,    1.72,    1.04,    1.41
Barisal,2019,8,23,31.6,27,0,3,91,82,6.6,6.2,400.9,    1.70,    1.00,    1.37
Barisal,2019,8,24,31.8,26.6,0,2,91,82,4.8,8,341.58,    1.71,    1.05,    1.37
Barisal,2019,8,25,31,26.6,5,3,91,82,4.9,7.9,344.88,    1.75,    1.02,    1.37
Barisal,2019,8,26,32.6,26.2,0,4,91,76,9.8,3,506.36,    1.84,    1.00,    1.37
Barisal,2019,8,27,32.2,26.6,0,4,91,53,9.4,3.4,493.17,    1.97,     .90,    1.38
Barisal,2019,8,28,32.4,26.6,0,4,92,82,9.3,3.5,489.88,    2.02,     .75,    1.41
Barisal,2019,8,29,32.4,26.8,0,4,92,82,9.2,3.6,486.58,    2.05,     .73,    1.45
Barisal,2019,8,30,33.8,27,0,5,91,69,8.5,4.3,463.51,    2.27,     .79,    1.59
Barisal,2019,8,31,34.6,27,20,4,82,76,6,6.8,381.13,    2.31,     .80,    1.71
Barisal,2019,9,1,32.4,26.8,0,4,91,76,0,12.2,162.6,    2.53,     .91,    1.75
Barisal,2019,9,2,32.2,26.6,0,4,91,76,9.4,2.8,450.75,    2.48,     .93,    1.78
Barisal,2019,9,3,31.4,26.8,11,3,91,75,8.4,3.8,420.09,    2.38,     .94,    1.78
Barisal,2019,9,4,30,26.8,5,3,96,83,5.4,6.8,328.13,    2.54,    1.27,    1.95
Barisal,2019,9,5,31,26.6,3,2,96,83,6.3,5.9,355.72,    2.42,    1.38,    1.90
Barisal,2019,9,6,31.2,26.4,5,4,91,83,7.2,5,383.31,    2.08,    1.32,    1.68
Barisal,2019,9,7,30,26.4,3,2,96,91,2.5,9.7,239.24,    1.89,    1.25,    1.57
Barisal,2019,9,8,28.4,26,17,2,91,83,0,12.2,162.6,    1.85,    1.18,    1.49
Barisal,2019,9,9,31.6,26,0,2,96,87,3.6,8.6,272.95,    1.87,    1.06,    1.45
Barisal,2019,9,10,31,26.4,5.4,2,91,92,2.7,9.5,245.37,    1.90,    1.03,    1.49
Barisal,2019,9,11,30.6,25.8,6,2,91,83,3,9.2,254.56,    1.98,     .96,    1.55
Barisal,2019,9,12,29.2,26,30,1,96,87,1.1,11.1,196.32,    2.15,     .91,    1.53
Barisal,2019,9,13,29.8,26,2,1,96,83,1.3,10.9,202.45,    2.03,     .89,    1.52
Barisal,2019,9,14,32,25.6,0,3,96,83,6.5,5.7,361.85,    1.97,     .85,    1.48
Barisal,2019,9,15,32,26,0,2,91,82,4.6,7.6,303.61,    2.02,     .84,    1.50
Barisal,2019,9,16,33.6,26,0,2,92,76,6.4,5.8,358.79,    2.00,     .81,    1.49
Barisal,2019,9,17,33.8,26,0,4,91,52,6.3,5.9,355.72,    1.98,     .83,    1.51
Barisal,2019,9,18,32.6,26,0,4,91,52,6.1,6.1,349.59,    1.85,     .84,    1.50
Barisal,2019,9,19,34.2,26.2,0,4,91,59,9.7,2.5,459.94,    1.84,     .81,    1.44
Barisal,2019,9,20,33,26,0,2,82,87,6.3,5.9,355.72,    1.82,     .82,    1.37
Barisal,2019,9,21,30.2,26.2,0,1,91,87,0,12.2,162.6,    1.81,     .85,    1.35
Barisal,2019,9,22,33.6,25.6,23,2,91,69,6.2,6,352.66,    1.60,     .93,    1.27
Barisal,2019,9,23,31,24.8,2,2,90,76,4.5,7.7,300.54,    1.71,     .94,    1.33
Barisal,2019,9,24,28.8,25,13,1,96,83,4.8,7.4,309.74,    1.86,     .95,    1.38
Barisal,2019,9,25,33.8,24.6,20,1,96,62,1.9,10.3,220.84,    1.91,     .94,    1.42
Barisal,2019,9,26,30,24,2,2,90,75,3.2,9,260.69,    2.03,     .95,    1.46
Barisal,2019,9,27,29.8,23.8,0,2,90,75,1.7,10.5,214.71,    2.09,     .91,    1.53
Barisal,2019,9,28,29.4,24,15.1,2,91,75,0.8,11.4,187.12,    2.31,     .97,    1.66
Barisal,2019,9,29,28.8,24.2,29,2,91,81,1.2,11,199.38,    2.46,    1.09,    1.75
Barisal,2019,9,30,31.2,23.2,41,,90,75,4.9,7.3,312.81,    2.50,    1.19,    1.88
Barisal,2019,10,1,28.6,23.6,65,1,91,83,4,7.6,263.23,    2.44,    1.10,    1.88
Barisal,2019,10,2,31,24.4,0,3,91,83,6,5.6,321.44,    2.38,    1.06,    1.85
Barisal,2019,10,3,32.4,24.8,0,2,91,82,7.4,4.2,362.19,    2.15,     .97,    1.65
Barisal,2019,10,4,33.6,24.6,0,2,90,68,7.9,3.7,376.74,    2.00,     .89,    1.49
Barisal,2019,10,5,34,23.8,0,2,91,61,8.7,2.9,400.03,    1.94,     .86,    1.40
Barisal,2019,10,6,31.6,25.6,28,2,86,68,2.5,9.1,219.57,    1.55,     .84,    1.21
Barisal,2019,10,7,32.6,23.8,0,2,90,83,7.2,4.4,356.37,    1.36,     .72,    1.02
Barisal,2019,10,8,31.6,24.4,18.5,2,90,74,7.1,4.5,353.46,    1.39,     .71,    1.02
Barisal,2019,10,9,28.4,24,11,1,90,82,1.3,10.3,184.64,    1.32,     .83,    1.10
Barisal,2019,10,10,28.2,24.2,0,2,91,83,0,11.6,146.8,    1.64,     .85,    1.30
Barisal,2019,10,11,31.2,23.6,0,3,90,83,6.3,5.3,330.17,    1.81,     .95,    1.37
Barisal,2019,10,12,31,23.8,0,3,91,75,7.2,4.4,356.37,    1.85,     .91,    1.40
Barisal,2019,10,13,32,24,0,3,90,75,8.3,3.3,388.39,    1.73,     .77,    1.30
Barisal,2019,10,14,32,22.8,0,3,90,59,7.9,3.7,376.74,    1.74,     .66,    1.23
Barisal,2019,10,15,32.6,22.8,0,3,80,60,9.8,1.8,432.05,    1.70,     .65,    1.23
Barisal,2019,10,16,33.6,23,18,3,91,59,5.5,6.1,306.89,    1.67,     .63,    1.24
Barisal,2019,10,17,32.4,24,0,2,90,96,7.5,4.1,365.1,    1.61,     .62,    1.28
Barisal,2019,10,18,32.8,24.2,0,2,91,60,6.9,4.7,347.64,    1.55,     .61,    1.21
Barisal,2019,10,19,33.6,25,0,2,91,61,7.7,3.9,370.92,    1.54,     .63,    1.15
Barisal,2019,10,20,32.4,25.2,0,3,81,64,7.3,4.3,359.28,    1.57,     .65,    1.10
Barisal,2019,10,21,32,25,0,3,90,60,7.4,4.2,362.19,    1.62,     .59,    1.03
Barisal,2019,10,22,31.8,24.8,0,2,91,76,3.2,8.4,239.94,    1.45,     .51,     .95
Barisal,2019,10,23,32.6,24.4,9,2,91,76,4.9,6.7,289.42,    1.37,     .36,     .84
Barisal,2019,10,24,27.6,23.6,0,1,91,76,9,2.6,408.76,    1.29,     .33,     .80
Barisal,2019,10,25,23.6,22,44,1,90,90,0,11.6,146.8,    1.42,     .32,     .86
Barisal,2019,10,26,29,22.4,30,1,95,83,1.2,10.4,181.73,    1.82,     .35,    1.08
Barisal,2019,10,27,29.4,22.6,0,2,90,74,7.4,4.2,362.19,    1.91,     .37,    1.26
Barisal,2019,10,28,28,22,0,2,90,66,7.8,3.8,373.83,    1.95,     .38,    1.23
Barisal,2019,10,29,30.4,22,0,2,90,74,6.3,5.3,330.17,    1.40,     .31,     .92
Barisal,2019,10,30,32,21.6,0,2,91,66,7.3,4.3,359.28,    1.77,     .33,     .99
Barisal,2019,10,31,31,21.4,0,2,91,67,7.5,4.1,365.1,    1.77,     .30,    1.08
Barisal,2019,11,1,31,21,0,1,90,58,6.9,4.1,230.67,    1.70,     .35,    1.12
Barisal,2019,11,2,31,21,0,3,91,59,7.3,3.7,220.29,    1.58,     .32,    1.05
Barisal,2019,11,3,32,21,0,3,90,66,7.2,3.8,222.88,    1.53,     .14,     .88
Barisal,2019,11,4,31.6,21,0,2,91,58,7.4,3.6,217.69,    1.15,     .13,     .66
Barisal,2019,11,5,32,21,0,2,79,67,7.3,3.7,220.29,    1.05,     .15,     .63
Barisal,2019,11,6,29.4,21,0,1,79,74,2.2,8.8,352.73,    1.13,     .18,     .63
Barisal,2019,11,7,32,19.4,0,1,89,58,0,11,409.86,    1.15,     .32,     .76
